GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
ASIC,Future research directions,Nível 3,Nível 2,0.5337,Deep Learning Optimization at the Edge > Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,205,439
Systems and Toolkits,Future research directions,Nível 1,Nível 2,0.5337,Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,550,439
ASIC,Future research directions,Nível 2,Nível 2,0.5337,Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,205,439
ASIC,Future research directions,Nível 1,Nível 2,0.5337,ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,205,439
Conclusions,Unconventional rock characterization using different NMR techniques,Nível 1,Nível 3,0.5337,Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Special topics > Unconventional rock characterization using different NMR techniques,559,1950
Other Edge Computing Systems,Introduction,Nível 3,Nível 2,0.533,root > Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,831,1614
Other Edge Computing Systems,Relaxation measurements,Nível 3,Nível 2,0.533,root > Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,831,699
Other Edge Computing Systems,Introduction,Nível 2,Nível 2,0.533,Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,831,1614
Other Edge Computing Systems,Relaxation measurements,Nível 2,Nível 2,0.533,Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,831,699
Other Edge Computing Systems,Introduction,Nível 1,Nível 2,0.533,Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,831,1614
Other Edge Computing Systems,Relaxation measurements,Nível 1,Nível 2,0.533,Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,831,699
SpanEdge,Relaxation measurements,Nível 3,Nível 2,0.5327,root > Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,490,699
Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 3,Nível 1,0.5327,root > Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,587,51
Comparative Study,Enhanced oil recovery applications,Nível 3,Nível 2,0.5327,root > Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,348,1519
Hardware System,Future research directions,Nível 3,Nível 2,0.5327,root > Deep Learning Optimization at the Edge > Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,31,439
Conclusions,Capillary pressure,Nível 2,Nível 3,0.5327,root > Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,559,429
SpanEdge,Relaxation measurements,Nível 2,Nível 2,0.5327,Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,490,699
Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 2,Nível 1,0.5327,Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,587,51
SpanEdge,Relaxation measurements,Nível 1,Nível 2,0.5327,SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,490,699
Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,Nível 1,Nível 1,0.5327,Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements,587,51
Comparative Study,Enhanced oil recovery applications,Nível 2,Nível 2,0.5327,Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,348,1519
Comparative Study,Enhanced oil recovery applications,Nível 1,Nível 2,0.5327,Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Enhanced oil recovery applications,348,1519
Hardware System,Future research directions,Nível 2,Nível 2,0.5327,Deep Learning Optimization at the Edge > Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,31,439
Hardware System,Future research directions,Nível 1,Nível 2,0.5327,Hardware System,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,31,439
Conclusions,Capillary pressure,Nível 1,Nível 3,0.5327,Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,559,429
Firework,Relaxation measurements,Nível 3,Nível 2,0.532,root > Edge Computing Systems and Tools > Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,979,699
Comparative Study,Capillary pressure,Nível 3,Nível 3,0.532,root > Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,348,429
Conclusions,Diffusion measurements,Nível 2,Nível 2,0.532,root > Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Diffusion measurements,559,726
Firework,Relaxation measurements,Nível 2,Nível 2,0.532,Edge Computing Systems and Tools > Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,979,699
Firework,Relaxation measurements,Nível 1,Nível 2,0.532,Firework,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Relaxation measurements,979,699
Comparative Study,Capillary pressure,Nível 2,Nível 3,0.532,Open Source Edge Computing Projects > Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,348,429
Comparative Study,Capillary pressure,Nível 1,Nível 3,0.532,Comparative Study,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,348,429
Conclusions,Diffusion measurements,Nível 1,Nível 2,0.532,Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Diffusion measurements,559,726
Cachier and Precog,Porosity,Nível 3,Nível 3,0.5317,root > Edge Computing Systems and Tools > Cachier and Precog,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Porosity,649,527
Other Edge Computing Systems,Future research directions,Nível 3,Nível 2,0.5317,root > Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Future research directions,831,439
