GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
Pure Transformer,2.8 Discrete Representations for Robustness,Nível 3,Nível 3,0.8296,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,1415,925
Backbone for Representation Learning,Versatility and Limitations,Nível 1,Nível 3,0.8296,Backbone for Representation Learning,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,195,180
Pure Transformer,2.8 Discrete Representations for Robustness,Nível 2,Nível 3,0.8296,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,1415,925
Pure Transformer,2.8 Discrete Representations for Robustness,Nível 1,Nível 3,0.8296,Pure Transformer,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.8 Discrete Representations for Robustness,1415,925
Vision Transformer,5.2 Object Detection,Nível 2,Nível 3,0.8286,root > Vision Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,54,810
Discussions,References,Nível 4,Nível 2,0.8286,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > References,197,642
Compact Architecture Design,2.2 Linear Attention Mechanisms,Nível 4,Nível 3,0.8286,root > Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.2 Linear Attention Mechanisms,369,490
Vision Transformer,5.2 Object Detection,Nível 1,Nível 3,0.8286,Vision Transformer,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.2 Object Detection,54,810
Discussions,References,Nível 3,Nível 2,0.8286,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > References,197,642
Compact Architecture Design,2.2 Linear Attention Mechanisms,Nível 3,Nível 3,0.8286,Vision Transformer > Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.2 Linear Attention Mechanisms,369,490
Discussions,References,Nível 2,Nível 2,0.8286,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > References,197,642
Discussions,References,Nível 1,Nível 2,0.8286,Discussions,A Survey on Visual Transformers > References,197,642
Compact Architecture Design,2.2 Linear Attention Mechanisms,Nível 2,Nível 3,0.8286,Efficient Transformer > Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.2 Linear Attention Mechanisms,369,490
Compact Architecture Design,2.2 Linear Attention Mechanisms,Nível 1,Nível 3,0.8286,Compact Architecture Design,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.2 Linear Attention Mechanisms,369,490
Pure Transformer,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 4,Nível 3,0.8286,root > Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,1415,768
Discussions,2.9 Convolutions in Vision Transformers,Nível 4,Nível 3,0.8286,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,197,710
Discussions,6.2 Computational Costs,Nível 4,Nível 3,0.8286,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,197,691
Challenges,5.4 Video Understanding,Nível 3,Nível 3,0.8286,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,396,694
Pure Transformer,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 3,Nível 3,0.8286,Vision Transformer > Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,1415,768
Discussions,2.9 Convolutions in Vision Transformers,Nível 3,Nível 3,0.8286,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,197,710
Discussions,6.2 Computational Costs,Nível 3,Nível 3,0.8286,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,197,691
Pure Transformer,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 2,Nível 3,0.8286,Backbone for Representation Learning > Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,1415,768
Pure Transformer,3.6 Theoretical Foundations of Spatial Structure Learning,Nível 1,Nível 3,0.8286,Pure Transformer,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.6 Theoretical Foundations of Spatial Structure Learning,1415,768
Discussions,2.9 Convolutions in Vision Transformers,Nível 2,Nível 3,0.8286,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,197,710
Discussions,6.2 Computational Costs,Nível 2,Nível 3,0.8286,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,197,691
Discussions,2.9 Convolutions in Vision Transformers,Nível 1,Nível 3,0.8286,Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.9 Convolutions in Vision Transformers,197,710
Discussions,6.2 Computational Costs,Nível 1,Nível 3,0.8286,Discussions,A Survey on Visual Transformers > 6 Challenges and Future Directions > 6.2 Computational Costs,197,691
Challenges,5.4 Video Understanding,Nível 2,Nível 3,0.8286,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,396,694
Challenges,5.4 Video Understanding,Nível 1,Nível 3,0.8286,Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.4 Video Understanding,396,694
Discussions,3.4 Data Requirements and Learning Flexibility,Nível 4,Nível 3,0.828,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,197,755
Image Generation,1.2 Key Concepts and Architecture Overview,Nível 4,Nível 3,0.828,root > Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,669,580
Challenges,2.5 Mobile Deployment Strategies,Nível 3,Nível 3,0.828,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,396,862
Discussions,3.4 Data Requirements and Learning Flexibility,Nível 3,Nível 3,0.828,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,197,755
Image Generation,1.2 Key Concepts and Architecture Overview,Nível 3,Nível 3,0.828,Vision Transformer > Low-level Vision > Image Generation,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,669,580
Discussions,3.4 Data Requirements and Learning Flexibility,Nível 2,Nível 3,0.828,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,197,755
Discussions,3.4 Data Requirements and Learning Flexibility,Nível 1,Nível 3,0.828,Discussions,A Survey on Visual Transformers > 3 Attention Mechanisms and Learning Processes > 3.4 Data Requirements and Learning Flexibility,197,755
Image Generation,1.2 Key Concepts and Architecture Overview,Nível 2,Nível 3,0.828,Low-level Vision > Image Generation,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,669,580
Image Generation,1.2 Key Concepts and Architecture Overview,Nível 1,Nível 3,0.828,Image Generation,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.2 Key Concepts and Architecture Overview,669,580
Challenges,2.5 Mobile Deployment Strategies,Nível 2,Nível 3,0.828,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,396,862
Challenges,2.5 Mobile Deployment Strategies,Nível 1,Nível 3,0.828,Challenges,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.5 Mobile Deployment Strategies,396,862
Conclusions and Discussions,1.1 Historical Context and Development,Nível 2,Nível 3,0.828,root > Conclusions and Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,104,507
Conclusions and Discussions,1.1 Historical Context and Development,Nível 1,Nível 3,0.828,Conclusions and Discussions,A Survey on Visual Transformers > 1 Introduction to Visual Transformers > 1.1 Historical Context and Development,104,507
Generic Object Detection,5.3 Image Segmentation,Nível 4,Nível 3,0.827,root > Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,1866,733
Challenges,5.5 Low-Level Vision Tasks,Nível 3,Nível 3,0.827,root > Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,396,1226
Generic Object Detection,5.3 Image Segmentation,Nível 3,Nível 3,0.827,Vision Transformer > High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,1866,733
Generic Object Detection,5.3 Image Segmentation,Nível 2,Nível 3,0.827,High/Mid-level Vision > Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,1866,733
Generic Object Detection,5.3 Image Segmentation,Nível 1,Nível 3,0.827,Generic Object Detection,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.3 Image Segmentation,1866,733
Challenges,5.5 Low-Level Vision Tasks,Nível 2,Nível 3,0.827,Conclusions and Discussions > Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,396,1226
Challenges,5.5 Low-Level Vision Tasks,Nível 1,Nível 3,0.827,Challenges,A Survey on Visual Transformers > 5 Applications and Performance Analysis > 5.5 Low-Level Vision Tasks,396,1226
Discussions,2.4 Supervised and Self-Supervised Learning,Nível 4,Nível 3,0.826,root > Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,197,886
Multi-Modal Tasks,Versatility and Limitations,Nível 3,Nível 3,0.826,root > Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,717,180
Discussions,2.4 Supervised and Self-Supervised Learning,Nível 3,Nível 3,0.826,Vision Transformer > High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,197,886
Multi-Modal Tasks,Versatility and Limitations,Nível 2,Nível 3,0.826,Vision Transformer > Multi-Modal Tasks,A Survey on Visual Transformers > 5 Applications and Performance Analysis > Versatility and Limitations,717,180
Discussions,2.4 Supervised and Self-Supervised Learning,Nível 2,Nível 3,0.826,High/Mid-level Vision > Discussions,A Survey on Visual Transformers > 2 Architectural Innovations in Visual Transformers > 2.4 Supervised and Self-Supervised Learning,197,886
